Unnamed: 0,Unnamed: 0.1,authors,title,venue,year,type,id,cited by,title_ranking,man,woman,None,first,group,rank
1131,1131,"Israa Alsarsour, Esraa Mohamed, Reem Suwaileh, Tamer Elsayed",DART - A Large Dataset of Dialectal Arabic Tweets.,LREC,2018,Conference and Workshop Papers,dartalargedatasetofdialectalarabictweets2018,,DART Dataset Dialectal Arabic Tweets,1,3,0,NAF,3,3
1133,1133,"Kareem Darwish, Hamdy Mubarak, Ahmed Abdelali, Mohamed Eldesouki, Younes Samih, Randah Alharbi, Mohammed Attia, Walid Magdy, Laura Kallmeyer",Multi-Dialect Arabic POS Tagging - A CRF Approach.,LREC,2018,Conference and Workshop Papers,multidialectarabicpostaggingacrfapproach2018,,MultiDialect Arabic POS Tagging CRF Approach,6,1,2,AM,3,6
1134,1134,"Mahmoud El-Haj, Paul Rayson, Mariam Aboelezz",Arabic Dialect Identification in the Context of Bivalency and Code-Switching.,LREC,2018,Conference and Workshop Papers,arabicdialectidentificationinthecontextofbivalencyandcodeswitching2018,19.0,Arabic Dialect Identification Context Bivalency CodeSwitching,2,1,0,AM,3,3
1137,1137,"Nizar Habash, Fadhl Eryani, Salam Khalifa, Owen Rambow, Dana Abdulrahim, Alexander Erdmann, Reem Faraj, Wajdi Zaghouani, Houda Bouamor, Nasser Zalmout, Sara Hassan, Faisal Al-Shargi, Sakhar B. Alkhereyfy, Basma Abdulkareem, Ramy Eskander, Mohammad Salameh, Hind Saddiki",Unified Guidelines and Resources for Arabic Dialect Orthography.,LREC,2018,Conference and Workshop Papers,unifiedguidelinesandresourcesforarabicdialectorthography2018,28.0,Unified Guidelines Resources Arabic Dialect Orthography,7,7,3,AM,3,7
1144,1144,"Alfred Sliwa, Yuan Man, Ruishen Liu, Niravkumar Borad, Seyedeh Ziyaei, Mina Ghobadi, Firas Sabbah, Ahmet Aker","Multi-lingual Argumentative Corpora in English, Turkish, Greek, Albanian, Croatian, Serbian, Macedonian, Bulgarian, Romanian and Arabic.",LREC,2018,Conference and Workshop Papers,multilingualargumentativecorporainenglishturkishgreekalbaniancroatianserbianmacedonianbulgarianromanianandarabic2018,,Multilingual Argumentative Corpora Turkish Greek Albanian Croatian Serbian Macedonian Bulgarian Romanian Arabic,4,2,2,NAM,3,6
1148,1148,"Imen Touati, Marwa Graja, Mariem Ellouze, Lamia Hadrich Belguith",Opinion Target Extraction from Arabic News Articles Using shallow Features.,MedPRAI,2018,Conference and Workshop Papers,opiniontargetextractionfromarabicnewsarticlesusingshallowfeatures2018,,Opinion Target Extraction Arabic News Articles shallow Features,1,3,0,NAM,3,2
1152,1152,"Asma Aouichat, Mohamed Seghir Hadj Ameur, Ahmed Guessoum",Arabic Question Classification Using Support Vector Machines and Convolutional Neural Networks.,NLDB,2018,Conference and Workshop Papers,arabicquestionclassificationusingsupportvectormachinesandconvolutionalneuralnetworks2018,5.0,Arabic Question Classification Support Vector Machines Convolutional Neural Networks,2,1,0,AF,3,1
1153,1153,"Essia Bessaies, Slim Mesfar, Henda Ben Ghézala",Processing Medical Binary Questions in Standard Arabic Using NooJ.,NLDB,2018,Conference and Workshop Papers,processingmedicalbinaryquestionsinstandardarabicusingnooj2018,,Processing Medical Binary Questions Arabic NooJ,1,1,1,AF,3,1
1154,1154,"Amina Chouigui, Oussama Ben Khiroun, Bilel Elayeb",A TF-IDF and Co-occurrence Based Approach for Events Extraction from Arabic News Corpus.,NLDB,2018,Conference and Workshop Papers,atfidfandcooccurrencebasedapproachforeventsextractionfromarabicnewscorpus2018,7.0,TFIDF Cooccurrence Based Approach Events Extraction Arabic News Corpus,1,1,1,AF,3,1
1156,1156,"Nadia Ghezaiel Hammouda, Roua Torjmen, Kais Haddar",Transducer Cascade to Parse Arabic Corpora.,NLDB,2018,Conference and Workshop Papers,transducercascadetoparsearabiccorpora2018,2.0,Transducer Cascade Parse Arabic Corpora,1,2,0,AF,3,1
1157,1157,"Rim Laatar, Chafik Aloulou, Lamia Hadrich Belguith",Word2vec for Arabic Word Sense Disambiguation.,NLDB,2018,Conference and Workshop Papers,word2vecforarabicwordsensedisambiguation2018,4.0,Word2vec Arabic Word Sense Disambiguation,0,2,1,AF,2,1
1158,1158,"Naoual Nassiri, Abdelhak Lakhouaja, Violetta Cavalli-Sforza",Arabic Readability Assessment for Foreign Language Learners.,NLDB,2018,Conference and Workshop Papers,arabicreadabilityassessmentforforeignlanguagelearners2018,10.0,Arabic Readability Assessment Foreign Language Learners,0,1,2,AF,1,1
1161,1161,"Mariem Essid, Héla Fehri",A Semantico-Syntactic Disambiguation System of Arabic Movement and Speech Verbs and Their Automatic Translation to French Using NooJ.,NooJ,2018,Conference and Workshop Papers,asemanticosyntacticdisambiguationsystemofarabicmovementandspeechverbsandtheirautomatictranslationtofrenchusingnooj2018,,SemanticoSyntactic Disambiguation System Arabic Movement Speech Verbs Automatic Translation French NooJ,0,1,1,NAF,1,2
1162,1162,"Nadia Ghezaiel Hammouda, Kais Haddar",Improvement of Arabic NooJ Parser with Disambiguation Rules.,NooJ,2018,Conference and Workshop Papers,improvementofarabicnoojparserwithdisambiguationrules2018,,Improvement Arabic NooJ Parser Disambiguation Rules,1,1,0,AF,3,1
1164,1164,"Amina Chouigui, Oussama Ben Khiroun, Bilel Elayeb",Related Terms Extraction from Arabic News Corpus Using Word Embedding.,OTM Workshops,2018,Conference and Workshop Papers,relatedtermsextractionfromarabicnewscorpususingwordembedding2018,2.0,Related Terms Extraction Arabic News Corpus Word Embedding,1,1,1,AF,3,1
1169,1169,"Malak Abdullah, Samira Shaikh",TeamUNCC at SemEval-2018 Task 1 - Emotion Detection in English and Arabic Tweets using Deep Learning.,SemEval@NAACL-HLT,2018,Conference and Workshop Papers,teamunccatsemeval2018task1emotiondetectioninenglishandarabictweetsusingdeeplearning2018,28.0,TeamUNCC SemEval2018 Task 1 Emotion Detection Arabic Tweets Deep Learning,0,1,0,AF,1,1
1170,1170,"Gilbert Badaro, Obeida El Jundi, Alaa Khaddaj, Alaa Maarouf, Raslan Kain, Hazem M. Hajj, Wassim El-Hajj",EMA at SemEval-2018 Task 1 - Emotion Mining for Arabic.,SemEval@NAACL-HLT,2018,Conference and Workshop Papers,emaatsemeval2018task1emotionminingforarabic2018,25.0,EMA SemEval2018 Task 1 Emotion Mining Arabic,3,2,2,NAM,3,5
1175,1175,"Amal Houidhek, Vincent Colotte, Zied Mnasri, Denis Jouvet",DNN-Based Speech Synthesis for Arabic - Modelling and Evaluation.,SLSP,2018,Conference and Workshop Papers,dnnbasedspeechsynthesisforarabicmodellingandevaluation2018,4.0,DNNBased Speech Synthesis Arabic Modelling Evaluation,2,1,1,AF,3,1
1178,1178,"Siham Ouamour, Halim Sayoud",A Comparative Survey of Authorship Attribution on Short Arabic Texts.,SPECOM,2018,Conference and Workshop Papers,acomparativesurveyofauthorshipattributiononshortarabictexts2018,,Comparative Survey Authorship Attribution Short Arabic Texts,1,1,0,AF,3,1
1180,1180,"Amira Barhoumi, Nathalie Camelin, Yannick Estève",Des représentations continues de mots pour l&apos;analyse d&apos;opinions en arabe - une étude qualitative (Word embeddings for Arabic sentiment analysis - a qualitative study).,CORIA-TALN-RJC,2018,Conference and Workshop Papers,desreprésentationscontinuesdemotspourlaposanalysedaposopinionsenarabeuneétudequalitativewordembeddingsforarabicsentimentanalysisaqualitativestudy2018,,Des représentations continues de mots pour laposanalyse daposopinions en arabe une étude qualitative Word embeddings Arabic sentiment analysis qualitative study,0,2,0,AF,2,1
1182,1182,"Marwa Hadj Salah, Hervé Blanchon, Mounir Zrigui, Didier Schwab",Un corpus en arabe annoté manuellement avec des sens WordNet (Arabic Manually Sense Annotated Corpus with WordNet Senses).,CORIA-TALN-RJC,2018,Conference and Workshop Papers,uncorpusenarabeannotémanuellementavecdessenswordnetarabicmanuallysenseannotatedcorpuswithwordnetsenses2018,,Un corpus en arabe annoté manuellement avec des sens WordNet Arabic Manually Sense Annotated Corpus WordNet Senses,2,1,1,AF,3,1
1183,1183,"Marwa Hadj Salah, Loïc Vial, Hervé Blanchon, Mounir Zrigui, Didier Schwab","Traduction automatique de corpus en anglais annotés en sens pour la désambiguïsation lexicale d&apos;une langue moins bien dotée, l&apos;exemple de l&apos;arabe (Automatic Translation of English Sense Annotated Corpora for Word Sense Disambiguation of a Less Well-endowed Language, the Example of Arabic).",CORIA-TALN-RJC,2018,Conference and Workshop Papers,traductionautomatiquedecorpusenanglaisannotésensenspourladésambiguïsationlexicaledaposunelanguemoinsbiendotéelaposexempledelaposarabeautomatictranslationofenglishsenseannotatedcorporaforwordsensedisambiguationofalesswellendowedlanguagetheexampleofarabic2018,,Traduction automatique de corpus en anglais annotés en sens pour la désambiguïsation lexicale daposune langue moins bien dotée laposexemple de laposarabe Automatic Translation Sense Annotated Corpora Word Sense Disambiguation Wellendowed Language Example Arabic,2,1,2,AF,3,1
1186,1186,"Samia Ben Ismail, Sirine Boukedi, Kais Haddar",Generation of Arabic Broken Plural Within LKB.,TSD,2018,Conference and Workshop Papers,generationofarabicbrokenpluralwithinlkb2018,,Generation Arabic Broken Plural LKB,1,2,0,AF,3,1
1207,1207,"Rita Hijazi, Amani Sabra, Moustafa Al-Hajj",Automatic Annotation of Locative and Directional Expressions in Arabic.,CoRR,2018,Informal Publications,automaticannotationoflocativeanddirectionalexpressionsinarabic2018,,Automatic Annotation Locative Directional Expressions Arabic,1,2,0,NAF,3,2
1208,1208,"Nora Al-Twairesh, Hend S. Al-Khalifa, AbdulMalik Al-Salman, Yousef Al-Ohali",Sentiment Analysis of Arabic Tweets - Feature Engineering and A Hybrid Approach.,CoRR,2018,Informal Publications,sentimentanalysisofarabictweetsfeatureengineeringandahybridapproach2018,7.0,Sentiment Analysis Arabic Tweets Feature Engineering Hybrid Approach,1,2,1,AF,3,1
1210,1210,"Moustafa Al-Hajj, Amani Sabra",Automatic Identification of Arabic expressions related to future events in Lebanon&apos;s economy.,CoRR,2018,Informal Publications,automaticidentificationofarabicexpressionsrelatedtofutureeventsinlebanonaposseconomy2018,,Automatic Identification Arabic expressions related future events Lebanonaposs economy,1,1,0,NAM,3,2
1226,1226,Raja Ayed,Désambiguïsation Morphologique de Textes Arabes à Base de Classification Possibiliste pour la Recherche d&apos;Information Socio-Sémantique. (Morphological Disambiguation of Arabic Texts Based on Possibilistic Classification for Socio-Semantic Information Retrieval).,,2017,Books and Theses,désambiguïsationmorphologiquedetextesarabesàbasedeclassificationpossibilistepourlarecherchedaposinformationsociosémantiquemorphologicaldisambiguationofarabictextsbasedonpossibilisticclassificationforsociosemanticinformationretrieval2017,,Désambiguïsation Morphologique de Textes Arabes à Base de Classification Possibiliste pour la Recherche daposInformation SocioSémantique Morphological Disambiguation Arabic Texts Based Possibilistic Classification SocioSemantic Information Retrieval,0,1,0,AF,1,1
1228,1228,Mouna Elashter,Gestion et extension automatiques du dictionnaire relationnel multilingues de noms propres Prolexbase Mise à jour multilingues et création d&apos;un volume arabe via la Wikipedia. (Automatic management and extension of the multilingual relational dictionary of proper names Prolexbase. Multilingual update and creation of an Arabic volume via the Wikipedia).,,2017,Books and Theses,gestionetextensionautomatiquesdudictionnairerelationnelmultilinguesdenomspropresprolexbasemiseàjourmultilinguesetcréationdaposunvolumearabevialawikipediaautomaticmanagementandextensionofthemultilingualrelationaldictionaryofpropernamesprolexbasemultilingualupdateandcreationofanarabicvolumeviathewikipedia2017,,Gestion et extension automatiques du dictionnaire relationnel multilingues de noms propres Prolexbase Mise à jour multilingues et création daposun volume arabe via la Wikipedia Automatic management extension multilingual relational dictionary proper names Prolexbase Multilingual update creation Arabic volume via Wikipedia,0,1,0,AF,1,1
1233,1233,"Marwa Naili, Anja Habacha Chaïbi, Henda Ben Ghézala",Arabic topic identification based on empirical studies of topic models [Identification thématique Arabe basée sur des études empiriques des topic models].,ARIMA J.,2017,Journal Articles,arabictopicidentificationbasedonempiricalstudiesoftopicmodelsidentificationthématiquearabebaséesurdesétudesempiriquesdestopicmodels2017,,Arabic topic identification based empirical studies topic models Identification thématique Arabe basée sur des études empiriques des topic models,0,3,0,AF,2,1
1234,1234,"Nazir S. Hawi, Maya Samaha Rupert",Validation of the Arabic Version of the Internet Gaming Disorder-20 Test.,Cyberpsychology Behav. Soc. Netw.,2017,Journal Articles,validationofthearabicversionoftheinternetgamingdisorder20test2017,,Validation Arabic Version Internet Gaming Disorder20 Test,1,1,0,AM,3,2
1236,1236,"Miada Almasre, Hana Al-Nuaim",Comparison of Four SVM Classifiers Used with Depth Sensors to Recognize Arabic Sign Language Words.,Comput.,2017,Journal Articles,comparisonoffoursvmclassifiersusedwithdepthsensorstorecognizearabicsignlanguagewords2017,,Comparison SVM Classifiers Depth Sensors Recognize Arabic Sign Language Words,0,1,1,AF,1,1
1239,1239,"Nadia Ghezaiel Hammouda, Kais Haddar",Parsing Arabic Nominal Sentences with Transducers to Annotate Corpora.,Computación y Sistemas,2017,Journal Articles,parsingarabicnominalsentenceswithtransducerstoannotatecorpora2017,7.0,Parsing Arabic Nominal Sentences Transducers Annotate Corpora,1,1,0,AF,3,1
1248,1248,"Mariam Biltawi, Arafat Awajan, Sara Tedmori, Akram Al-Kouz",Exploiting multilingual wikipedia to improve arabic named entity resources.,Int. Arab J. Inf. Technol.,2017,Journal Articles,exploitingmultilingualwikipediatoimprovearabicnamedentityresources2017,2.0,Exploiting multilingual wikipedia improve arabic named entity resources,2,2,0,AF,3,1
1256,1256,"Khalil M. El Hindi, Muna Khayyat, Areej Abu Kar",Comparing the Machine Ability to Recognize Hand-Written Hindu and Arabic Digits.,Intell. Autom. Soft Comput.,2017,Journal Articles,comparingthemachineabilitytorecognizehandwrittenhinduandarabicdigits2017,,Comparing Machine Ability Recognize HandWritten Hindu Arabic Digits,1,1,1,AM,3,2
1263,1263,"Hanan H. Elazhary, Nabila Khodeir","A Cognitive Tutor of Arabic Word Root Extraction Using Artificial Word Generation, Scaffolding and Self-Explanation.",iJET,2017,Journal Articles,acognitivetutorofarabicwordrootextractionusingartificialwordgenerationscaffoldingandselfexplanation2017,7.0,Cognitive Tutor Arabic Word Root Extraction Artificial Word Generation Scaffolding SelfExplanation,1,1,0,AF,3,1
1271,1271,"Kheira Lakel, Fatima Bendella",Psychological named entity recognition from psychological Arabic texts.,Int. J. Metadata Semant. Ontologies,2017,Journal Articles,psychologicalnamedentityrecognitionfrompsychologicalarabictexts2017,,Psychological named entity recognition psychological Arabic texts,0,2,0,NAF,2,2
1277,1277,"Hamza Frihia, Halima Bahi",HMM/SVM segmentation and labelling of Arabic speech for speech recognition applications.,Int. J. Speech Technol.,2017,Journal Articles,hmmsvmsegmentationandlabellingofarabicspeechforspeechrecognitionapplications2017,8.0,HMMSVM segmentation labelling Arabic speech speech recognition applications,1,1,0,AM,3,2
1282,1282,"Karim Tahiry, Badia Mounir, Ilham Mounir, Laila Elmazouzi, Abdelmajid Farchi",Arabic stop consonants characterisation and classification using the normalized energy in frequency bands.,Int. J. Speech Technol.,2017,Journal Articles,arabicstopconsonantscharacterisationandclassificationusingthenormalizedenergyinfrequencybands2017,,Arabic stop consonants characterisation classification normalized energy frequency bands,1,2,1,AM,3,2
1293,1293,"Basma Hisham, Alaa Hamouda",Arabic Static and Dynamic Gestures Recognition Using Leap Motion.,J. Comput. Sci.,2017,Journal Articles,arabicstaticanddynamicgesturesrecognitionusingleapmotion2017,,Arabic Static Dynamic Gestures Recognition Leap Motion,0,2,0,AF,2,1
1295,1295,"Claire Clivaz, Sara Schulthess, Martial Sankar",Editing New Testament Arabic Manuscripts in a TEI-base - fostering close reading in Digital Humanities.,J. Data Min. Digit. Humanit.,2017,Journal Articles,editingnewtestamentarabicmanuscriptsinateibasefosteringclosereadingindigitalhumanities2017,,Editing Testament Arabic Manuscripts TEIbase fostering close reading Digital Humanities,1,2,0,NAF,3,2
1297,1297,"Kheireddine Abainia, Siham Ouamour, Halim Sayoud",A novel robust Arabic light stemmer.,J. Exp. Theor. Artif. Intell.,2017,Journal Articles,anovelrobustarabiclightstemmer2017,,novel robust Arabic light stemmer,1,1,1,AM,3,2
1314,1314,"Mahmoud Al-Ayyoub, Huda Al-Sarhan, Majd Al-So&apos;ud, Mohammad Al-Smadi, Yaser Jararweh",Framework for Affective News Analysis of Arabic News - 2014 Gaza Attacks Case Study.,J. Univers. Comput. Sci.,2017,Journal Articles,frameworkforaffectivenewsanalysisofarabicnews2014gazaattackscasestudy2017,,Framework Affective News Analysis Arabic News 2014 Gaza Attacks Study,4,1,0,AM,3,2
1315,1315,Muna S. Al-Razgan,Afaneen - The Design and Evaluation of an Interactive Mobile Game to Enhance Arabic Spelling.,J. Univers. Comput. Sci.,2017,Journal Articles,afaneenthedesignandevaluationofaninteractivemobilegametoenhancearabicspelling2017,,Afaneen Design Evaluation Interactive Mobile Game Enhance Arabic Spelling,0,1,0,AF,1,1
